,scores
1824,999654.0
1825,999644.0
1826,999051.0
1827,998873.0
1828,-2752.0
1829,999069.0
1830,998157.0
1831,999438.0
1832,999769.0
1833,-2812.0
1834,998803.0
1835,999353.0
1836,999762.0
1837,998929.0
1838,999769.0
1839,998675.0
1840,998647.0
1841,999027.0
1842,999776.0
1843,999472.0
1844,998222.0
1845,998495.0
1846,999548.0
1847,999098.0
1848,-2800.0
1849,999047.0
1850,998397.0
1851,998145.0
1852,999734.0
1853,998817.0
1854,998762.0
1855,998770.0
1856,998478.0
1857,998632.0
1858,-2152.0
1859,998578.0
1860,-2800.0
1861,998950.0
1862,999769.0
1863,999428.0
1864,999451.0
1865,999410.0
1866,998013.0
1867,998557.0
1868,998945.0
1869,998313.0
1870,999374.0
1871,999776.0
1872,999451.0
1873,999755.0
1874,998530.0
1875,998999.0
1876,999570.0
1877,999636.0
1878,999699.0
1879,999013.0
1880,998409.0
1881,999776.0
1882,999698.0
1883,998565.0
1884,999755.0
1885,999762.0
1886,998754.0
1887,999767.0
1888,999138.0
1889,998943.0
1890,999588.0
1891,998586.0
1892,999766.0
1893,999145.0
1894,999549.0
1895,999681.0
1896,998845.0
1897,-2560.0
1898,999783.0
1899,999769.0
1900,998361.0
1901,998600.0
1902,999677.0
1903,999077.0
1904,998443.0
1905,998736.0
1906,998209.0
1907,-2896.0
1908,-1234.0
1909,999682.0
1910,998971.0
1911,-2788.0
1912,998446.0
1913,998733.0
1914,998416.0
1915,998597.0
1916,999755.0
1917,999727.0
1918,-2870.0
1919,999083.0
1920,998936.0
1921,-2764.0
1922,998810.0
1923,999500.0
1924,999132.0
1925,998618.0
1926,999727.0
1927,998688.0
1928,999783.0
1929,999105.0
1930,998491.0
1931,998095.0
1932,999783.0
1933,999661.0
1934,999061.0
1935,998472.0
1936,999657.0
1937,998812.0
1938,999651.0
1939,-2752.0
1940,998733.0
1941,999542.0
1942,998551.0
1943,999726.0
1944,998859.0
1945,999480.0
1946,998293.0
1947,999769.0
1948,999449.0
1949,998900.0
1950,999305.0
1951,-2800.0
1952,999741.0
1953,998631.0
1954,999636.0
1955,-2734.0
1956,999640.0
1957,998757.0
1958,999595.0
1959,999361.0
1960,997872.0
1961,999786.0
1962,999783.0
1963,999733.0
1964,-2838.0
1965,998124.0
1966,999179.0
1967,999741.0
1968,998660.0
1969,-1240.0
1970,999069.0
1971,998166.0
1972,999769.0
1973,999769.0
1974,999707.0
1975,998853.0
1976,-736.0
1977,999727.0
1978,999042.0
1979,999172.0
1980,998908.0
1981,998654.0
1982,999020.0
1983,999783.0
1984,999783.0
1985,998689.0
1986,999671.0
1987,-2213.0
1988,999783.0
1989,999566.0
1990,999515.0
1991,999013.0
1992,998544.0
1993,999760.0
1994,998908.0
1995,999790.0
1996,998271.0
1997,999737.0
1998,-592.0
1999,999076.0
2000,998901.0
2001,999769.0
2002,999691.0
2003,998054.0
2004,-2764.0
2005,998892.0
2006,998929.0
2007,999767.0
2008,-340.0
2009,999506.0
2010,998586.0
2011,998243.0
2012,-2800.0
2013,999706.0
2014,-2932.0
2015,998194.0
2016,998698.0
2017,998231.0
2018,998687.0
2019,999768.0
2020,998509.0
2021,998545.0
2022,999153.0
2023,998390.0
2024,998266.0
2025,998593.0
2026,998490.0
2027,999625.0
2028,998943.0
2029,999769.0
2030,999672.0
2031,999322.0
2032,998680.0
2033,999680.0
2034,998572.0
2035,999390.0
2036,999524.0
2037,998460.0
2038,999788.0
2039,998250.0
2040,998864.0
2041,998194.0
2042,999083.0
2043,999727.0
2044,998320.0
2045,997973.0
2046,999760.0
2047,999769.0
2048,998656.0
2049,999132.0
2050,998425.0
2051,999776.0
2052,998887.0
2053,999458.0
2054,998728.0
2055,998923.0
2056,998925.0
2057,999609.0
2058,999487.0
2059,-2816.0
2060,999297.0
2061,998263.0
2062,-578.0
2063,998964.0
2064,999456.0
2065,999776.0
2066,999006.0
2067,999713.0
2068,999140.0
2069,998585.0
2070,999738.0
2071,998994.0
2072,999752.0
2073,998411.0
2074,998173.0
2075,-1952.0
2076,999737.0
2077,998819.0
2078,999783.0
2079,998600.0
2080,999369.0
2081,998530.0
2082,998858.0
2083,-774.0
2084,999048.0
2085,998966.0
2086,998967.0
2087,998824.0
2088,999769.0
2089,998978.0
2090,999738.0
2091,999763.0
2092,999502.0
2093,998810.0
2094,999273.0
2095,999777.0
2096,999069.0
2097,999301.0
2098,999761.0
2099,999618.0
2100,998761.0
2101,-892.0
2102,998446.0
2103,999776.0
2104,998474.0
2105,998898.0
2106,998425.0
2107,998795.0
2108,998432.0
2109,998113.0
2110,999391.0
2111,998607.0
2112,999653.0
2113,998593.0
2114,998835.0
2115,998026.0
2116,999039.0
2117,999790.0
2118,999720.0
2119,999644.0
2120,998746.0
2121,999064.0
2122,998537.0
2123,999450.0
2124,997880.0
2125,998886.0
2126,999692.0
2127,999741.0
2128,999727.0
2129,998987.0
2130,999779.0
2131,-2100.0
2132,999089.0
2133,998355.0
2134,998780.0
2135,999769.0
2136,999085.0
2137,999501.0
2138,-2674.0
2139,999125.0
2140,999546.0
2141,998174.0
2142,-1201.0
2143,999013.0
2144,998110.0
2145,998558.0
2146,999755.0
2147,999757.0
2148,998579.0
2149,999006.0
2150,999717.0
2151,998593.0
2152,999713.0
2153,999055.0
2154,997997.0
2155,999060.0
2156,998634.0
2157,999151.0
2158,-452.0
2159,999769.0
2160,999340.0
2161,-954.0
2162,999755.0
2163,999741.0
2164,999769.0
2165,998831.0
2166,998467.0
2167,999762.0
2168,999132.0
2169,998243.0
2170,999025.0
2171,999692.0
2172,999769.0
2173,998524.0
2174,999315.0
2175,-598.0
2176,999699.0
2177,999769.0
2178,999695.0
2179,998390.0
2180,998460.0
2181,998691.0
2182,998488.0
2183,999762.0
2184,998180.0
2185,999760.0
2186,999132.0
2187,999092.0
2188,998777.0
2189,-828.0
2190,999553.0
2191,999427.0
2192,999795.0
2193,998467.0
2194,998049.0
2195,999474.0
2196,999755.0
2197,999062.0
2198,998960.0
2199,999339.0
2200,999041.0
2201,998943.0
2202,999643.0
2203,999776.0
2204,999751.0
2205,998915.0
2206,999589.0
2207,999527.0
2208,998481.0
2209,998302.0
2210,998719.0
2211,999706.0
2212,999776.0
2213,999027.0
2214,999769.0
2215,998992.0
2216,998978.0
2217,999312.0
2218,998085.0
2219,999532.0
2220,-474.0
2221,999377.0
2222,998572.0
2223,999709.0
2224,998698.0
2225,999055.0
2226,999715.0
2227,998814.0
2228,998652.0
2229,999034.0
2230,999069.0
2231,999683.0
2232,999811.0
2233,998383.0
2234,998880.0
2235,998446.0
2236,998327.0
2237,998957.0
2238,997549.0
2239,998955.0
2240,998803.0
2241,999609.0
2242,998152.0
2243,999650.0
2244,999102.0
2245,998376.0
2246,999552.0
2247,998827.0
2248,999322.0
2249,998999.0
2250,999382.0
2251,998950.0
2252,998453.0
2253,999090.0
2254,998586.0
2255,998467.0
2256,998558.0
2257,999588.0
2258,999020.0
2259,999755.0
2260,999728.0
2261,999725.0
2262,999596.0
2263,999588.0
2264,998516.0
2265,999733.0
2266,998333.0
2267,998376.0
2268,998404.0
2269,999725.0
2270,998810.0
2271,998796.0
2272,998985.0
2273,998706.0
2274,998984.0
2275,998731.0
2276,998808.0
2277,998357.0
2278,998748.0
2279,999554.0
2280,999742.0
2281,998971.0
2282,999069.0
2283,999769.0
2284,999430.0
2285,998621.0
2286,999475.0
2287,998897.0
2288,999450.0
2289,999762.0
2290,998404.0
2291,999027.0
2292,999319.0
2293,998565.0
2294,999605.0
2295,998509.0
2296,999727.0
2297,999760.0
2298,999783.0
2299,999748.0
2300,999500.0
2301,999741.0
2302,999720.0
2303,999571.0
2304,998978.0
2305,998958.0
2306,999755.0
2307,999099.0
2308,998691.0
2309,999396.0
2310,999500.0
2311,999024.0
2312,999190.0
2313,999746.0
2314,998781.0
2315,998448.0
2316,-2770.0
2317,998789.0
2318,998740.0
2319,999580.0
2320,998865.0
2321,999529.0
2322,999658.0
2323,999793.0
2324,999657.0
2325,999762.0
2326,-1547.0
2327,998896.0
2328,999055.0
2329,998845.0
2330,999624.0
2331,999632.0
2332,998677.0
2333,998418.0
2334,999759.0
2335,998159.0
2336,999366.0
2337,998402.0
2338,998684.0
2339,999116.0
2340,998271.0
2341,998519.0
2342,998941.0
2343,999104.0
2344,999586.0
2345,998428.0
2346,998362.0
2347,999480.0
2348,997532.0
2349,998701.0
2350,999575.0
2351,999783.0
2352,998872.0
2353,998383.0
2354,999006.0
2355,999693.0
2356,999048.0
2357,999783.0
2358,998350.0
2359,998964.0
2360,997992.0
2361,999766.0
2362,998327.0
2363,999140.0
2364,999368.0
2365,998706.0
2366,999782.0
2367,999720.0
2368,999197.0
2369,-592.0
2370,999755.0
2371,999764.0
2372,999111.0
2373,999755.0
2374,999783.0
2375,999769.0
2376,-2776.0
2377,998882.0
2378,999165.0
2379,999093.0
2380,999031.0
2381,998898.0
2382,999698.0
2383,999188.0
2384,999138.0
2385,998586.0
2386,999452.0
2387,999720.0
2388,999773.0
2389,998938.0
2390,998806.0
2391,999571.0
2392,999069.0
2393,998896.0
2394,999760.0
2395,998925.0
2396,999101.0
2397,997851.0
2398,999034.0
2399,999494.0
2400,999749.0
2401,999683.0
2402,999076.0
2403,999633.0
2404,999027.0
2405,999769.0
2406,998537.0
2407,999458.0
2408,998705.0
2409,998264.0
2410,999760.0
2411,999069.0
2412,999757.0
2413,999539.0
2414,999734.0
2415,998845.0
2416,999733.0
2417,999312.0
2418,999767.0
2419,998666.0
2420,998600.0
2421,997891.0
2422,998469.0
2423,998873.0
2424,998565.0
2425,999741.0
2426,999639.0
2427,999685.0
2428,999612.0
2429,999278.0
2430,999672.0
2431,998341.0
2432,999325.0
2433,998584.0
2434,999584.0
2435,999749.0
2436,999298.0
2437,-2800.0
2438,999755.0
2439,998915.0
2440,998838.0
2441,998391.0
2442,999762.0
2443,998874.0
2444,999720.0
2445,999346.0
2446,998265.0
2447,999776.0
2448,998397.0
2449,998587.0
2450,999683.0
2451,999440.0
2452,998435.0
2453,998362.0
2454,999611.0
2455,997802.0
2456,998115.0
2457,999326.0
2458,998957.0
2459,998873.0
2460,999576.0
2461,998992.0
2462,998992.0
2463,999778.0
2464,998474.0
2465,999769.0
2466,998799.0
2467,999762.0
2468,999379.0
2469,998282.0
2470,998362.0
2471,999261.0
2472,999515.0
2473,-754.0
2474,999770.0
2475,999764.0
2476,999492.0
2477,999608.0
2478,999069.0
2479,-2800.0
2480,999716.0
2481,-2608.0
2482,999556.0
2483,998828.0
2484,999783.0
2485,998236.0
2486,998423.0
2487,999494.0
2488,-730.0
2489,998145.0
2490,998689.0
2491,999041.0
2492,999762.0
2493,998391.0
2494,999577.0
2495,999615.0
2496,999367.0
2497,998418.0
2498,999455.0
2499,999020.0
2500,998684.0
2501,998474.0
2502,998908.0
2503,999706.0
2504,-2846.0
2505,998831.0
2506,999605.0
2507,999731.0
2508,998761.0
2509,998593.0
2510,999783.0
2511,999576.0
2512,999790.0
2513,999381.0
2514,999505.0
2515,998783.0
2516,998768.0
2517,998642.0
2518,999804.0
2519,998761.0
2520,999741.0
2521,998831.0
2522,999694.0
2523,999612.0
2524,998831.0
2525,998444.0
2526,999761.0
2527,999267.0
2528,998971.0
2529,-2800.0
2530,999748.0
2531,998353.0
2532,999047.0
2533,999170.0
2534,999020.0
2535,998013.0
2536,999518.0
2537,999776.0
2538,999438.0
2539,999332.0
2540,999088.0
2541,998763.0
2542,998488.0
2543,998646.0
2544,999762.0
2545,997984.0
2546,998732.0
2547,998248.0
2548,999041.0
2549,999370.0
2550,-2842.0
2551,999409.0
2552,999755.0
2553,999748.0
2554,999055.0
2555,999055.0
2556,998383.0
2557,998787.0
2558,999462.0
2559,999776.0
2560,-2615.0
2561,998608.0
2562,997515.0
2563,999062.0
2564,999417.0
2565,999753.0
2566,998621.0
2567,999522.0
2568,998485.0
2569,998654.0
2570,999465.0
2571,997845.0
2572,998082.0
2573,999755.0
2574,999242.0
2575,998934.0
2576,-2560.0
2577,998530.0
2578,999311.0
2579,-2638.0
2580,998964.0
2581,999618.0
2582,999713.0
2583,998634.0
2584,998526.0
2585,999783.0
2586,-2800.0
2587,-2800.0
2588,999027.0
2589,999797.0
2590,997532.0
2591,998880.0
2592,998665.0
2593,999283.0
2594,999741.0
2595,998647.0
2596,999757.0
2597,999061.0
2598,998495.0
2599,998691.0
2600,999490.0
2601,999118.0
2602,999755.0
2603,999743.0
2604,998474.0
2605,-436.0
2606,999727.0
2607,999438.0
2608,999339.0
2609,999755.0
2610,998138.0
2611,-2800.0
2612,998827.0
2613,999783.0
2614,998074.0
2615,999786.0
2616,998726.0
2617,998696.0
2618,999003.0
2619,998803.0
2620,999790.0
2621,999759.0
2622,998586.0
2623,999027.0
2624,999659.0
2625,998789.0
2626,999346.0
2627,998287.0
2628,999118.0
2629,997830.0
2630,999678.0
2631,-2800.0
2632,999762.0
2633,-2800.0
2634,998341.0
2635,999751.0
2636,998327.0
2637,-2808.0
2638,998761.0
2639,999769.0
2640,997970.0
2641,998383.0
2642,998033.0
2643,998691.0
2644,998113.0
2645,998838.0
2646,-2098.0
2647,-2800.0
2648,998593.0
2649,998880.0
2650,999485.0
2651,999743.0
2652,999790.0
2653,-2800.0
2654,998685.0
2655,998677.0
2656,-2800.0
2657,999647.0
2658,998673.0
2659,998691.0
2660,999020.0
2661,998747.0
2662,998432.0
2663,998803.0
2664,-1390.0
2665,998989.0
2666,998313.0
2667,998572.0
2668,999539.0
2669,999790.0
2670,999279.0
2671,999776.0
2672,998487.0
2673,997602.0
2674,999382.0
2675,998542.0
2676,-2800.0
2677,998000.0
2678,999640.0
2679,999558.0
2680,999491.0
2681,999013.0
2682,998908.0
2683,999516.0
2684,998635.0
2685,999783.0
2686,998642.0
2687,999601.0
2688,999046.0
2689,999417.0
2690,998921.0
2691,999004.0
2692,999571.0
2693,-1395.0
2694,998679.0
2695,998125.0
2696,-796.0
2697,-2814.0
2698,998286.0
2699,999423.0
2700,999534.0
2701,-2800.0
2702,999761.0
2703,999304.0
2704,999292.0
2705,998018.0
2706,998929.0
2707,999734.0
2708,999762.0
2709,998488.0
2710,998523.0
2711,999682.0
2712,-1874.0
2713,998740.0
2714,998766.0
2715,997954.0
2716,998146.0
2717,999751.0
2718,999755.0
2719,999306.0
2720,999388.0
2721,999158.0
2722,999755.0
2723,999480.0
2724,999564.0
2725,-2782.0
2726,998635.0
2727,998439.0
2728,999646.0
2729,999790.0
2730,999734.0
2731,998712.0
2732,999721.0
2733,999661.0
2734,998108.0
2735,997953.0
2736,998723.0
2737,-2800.0
2738,998647.0
2739,999435.0
2740,998495.0
2741,999676.0
2742,-1282.0
2743,999776.0
2744,999537.0
2745,999032.0
2746,998418.0
2747,999728.0
2748,999734.0
2749,999783.0
2750,999219.0
2751,-614.0
2752,998950.0
2753,-2722.0
2754,999583.0
2755,998957.0
2756,998488.0
2757,-1969.0
2758,998907.0
2759,999452.0
2760,999168.0
2761,998404.0
2762,-2808.0
2763,998779.0
2764,999081.0
2765,999071.0
2766,-2608.0
2767,999282.0
2768,999764.0
2769,998313.0
2770,999682.0
2771,998425.0
2772,-2902.0
2773,999762.0
2774,999652.0
2775,999039.0
2776,999604.0
2777,-384.0
2778,998600.0
2779,999706.0
2780,998976.0
2781,999783.0
2782,-1442.0
2783,998600.0
2784,998831.0
2785,998419.0
2786,998677.0
2787,998502.0
2788,999718.0
2789,998591.0
2790,998041.0
2791,998027.0
2792,-2800.0
2793,998343.0
2794,999694.0
2795,-2800.0
2796,998729.0
2797,999755.0
2798,998075.0
2799,-2800.0
2800,999776.0
2801,-1437.0
2802,998817.0
2803,999259.0
2804,-2800.0
2805,999775.0
2806,999067.0
2807,-2800.0
2808,999298.0
2809,999570.0
2810,999780.0
2811,999740.0
2812,999479.0
2813,998950.0
2814,999441.0
2815,999460.0
2816,999664.0
2817,998839.0
2818,-2806.0
2819,999748.0
2820,998852.0
2821,998401.0
2822,999734.0
2823,999454.0
2824,998398.0
2825,999006.0
2826,998597.0
2827,998871.0
2828,998901.0
2829,997843.0
2830,999100.0
2831,999720.0
2832,999768.0
2833,998797.0
2834,-2800.0
2835,998404.0
2836,998957.0
2837,999783.0
2838,998845.0
2839,998922.0
2840,-2800.0
2841,998208.0
2842,998481.0
2843,998353.0
2844,998676.0
2845,998362.0
2846,999010.0
2847,999438.0
2848,999774.0
2849,999551.0
2850,999685.0
2851,998565.0
2852,999741.0
2853,998609.0
2854,998870.0
2855,999734.0
2856,999076.0
2857,999317.0
2858,998327.0
2859,998887.0
2860,998907.0
2861,999706.0
2862,999727.0
2863,-2800.0
2864,998565.0
2865,998842.0
2866,999671.0
2867,999755.0
2868,999013.0
2869,998957.0
2870,-2800.0
2871,999699.0
2872,999124.0
2873,997309.0
2874,-2800.0
2875,998586.0
2876,-1220.0
2877,999713.0
2878,999657.0
2879,998397.0
2880,998299.0
2881,998453.0
2882,-1363.0
2883,998693.0
2884,998115.0
2885,999570.0
2886,999145.0
2887,-2800.0
2888,998364.0
2889,998559.0
2890,-2654.0
2891,999790.0
2892,999232.0
2893,999781.0
2894,999457.0
2895,998683.0
2896,999678.0
2897,999526.0
2898,998663.0
2899,998157.0
2900,997672.0
2901,999571.0
2902,998360.0
2903,999047.0
2904,999665.0
2905,998850.0
2906,999734.0
2907,999769.0
2908,999677.0
2909,998446.0
2910,998194.0
2911,999486.0
2912,-2708.0
2913,998537.0
2914,998544.0
2915,999422.0
2916,999755.0
2917,998699.0
2918,998768.0
2919,998523.0
2920,998517.0
2921,998011.0
2922,-2800.0
2923,999328.0
2924,999693.0
2925,998724.0
2926,999769.0
2927,998957.0
2928,998491.0
2929,998509.0
2930,998914.0
2931,998313.0
2932,998523.0
2933,998901.0
2934,998719.0
2935,998847.0
2936,999797.0
2937,999733.0
2938,998458.0
2939,998957.0
2940,999775.0
2941,999136.0
2942,-772.0
2943,999769.0
2944,998843.0
2945,999776.0
2946,998579.0
2947,999762.0
2948,999762.0
2949,998383.0
2950,999783.0
2951,998294.0
2952,999743.0
2953,998558.0
2954,999158.0
2955,998870.0
2956,999700.0
2957,998664.0
2958,998663.0
2959,999435.0
2960,998941.0
2961,999124.0
2962,998654.0
2963,998131.0
2964,999451.0
2965,999699.0
2966,999332.0
2967,-1544.0
2968,998971.0
2969,998824.0
2970,999755.0
2971,998177.0
2972,-2572.0
2973,999687.0
2974,999434.0
2975,999529.0
2976,998313.0
2977,998669.0
2978,-2752.0
2979,999218.0
2980,-2800.0
2981,998922.0
2982,999762.0
2983,999087.0
2984,998324.0
2985,-2800.0
2986,999312.0
2987,998433.0
2988,998270.0
2989,998551.0
2990,999782.0
2991,-2848.0
2992,999776.0
2993,999776.0
2994,999319.0
2995,998964.0
2996,999776.0
2997,999748.0
2998,999368.0
2999,999765.0
3000,998628.0
3001,999199.0
3002,-2800.0
3003,999702.0
3004,998417.0
3005,-2800.0
3006,998698.0
3007,998718.0
3008,999192.0
3009,999756.0
3010,-2632.0
3011,998475.0
3012,999019.0
3013,999703.0
3014,998831.0
3015,998355.0
3016,998740.0
3017,999755.0
3018,999044.0
3019,998838.0
3020,999674.0
3021,998488.0
3022,999721.0
3023,999528.0
3024,999783.0
3025,997961.0
3026,998946.0
3027,998784.0
3028,998390.0
3029,998264.0
3030,997901.0
3031,999751.0
3032,999701.0
3033,998579.0
3034,998991.0
3035,999769.0
3036,999180.0
3037,999325.0
3038,999769.0
3039,998061.0
3040,999578.0
3041,998357.0
3042,998208.0
3043,998819.0
3044,999378.0
3045,998138.0
3046,998919.0
3047,998593.0
3048,-582.0
3049,998533.0
3050,998333.0
3051,997774.0
3052,999722.0
3053,998669.0
3054,999672.0
3055,998502.0
3056,998943.0
3057,998597.0
3058,998817.0
3059,999281.0
3060,999062.0
3061,999706.0
3062,999762.0
3063,-2800.0
3064,998285.0
3065,999758.0
3066,998901.0
3067,998659.0
3068,999661.0
3069,999784.0
3070,998872.0
3071,999451.0
3072,998224.0
3073,999727.0
3074,999776.0
3075,998689.0
3076,998805.0
3077,999437.0
3078,999776.0
3079,998143.0
3080,999783.0
3081,998624.0
3082,998689.0
3083,998971.0
3084,998964.0
3085,999522.0
3086,999773.0
3087,998453.0
3088,-370.0
3089,-604.0
3090,999773.0
3091,-1447.0
3092,999600.0
3093,998908.0
3094,999168.0
3095,-1826.0
3096,998180.0
3097,999649.0
3098,999776.0
3099,998285.0
3100,999541.0
3101,999755.0
3102,998740.0
3103,-2800.0
3104,999214.0
3105,998383.0
3106,999776.0
3107,998810.0
3108,-2804.0
3109,998899.0
3110,998376.0
3111,999009.0
3112,999671.0
3113,998601.0
3114,999108.0
3115,998586.0
3116,-1425.0
3117,-1346.0
3118,999731.0
3119,999692.0
3120,-1521.0
3121,999746.0
3122,999755.0
3123,999600.0
3124,999748.0
3125,999139.0
3126,999764.0
3127,998761.0
3128,999541.0
3129,998481.0
3130,999310.0
3131,999762.0
3132,999725.0
3133,999769.0
3134,999273.0
3135,999790.0
3136,999459.0
3137,999776.0
3138,998929.0
3139,998762.0
3140,999213.0
3141,999783.0
3142,999748.0
3143,999776.0
3144,999207.0
3145,998928.0
3146,999710.0
3147,999117.0
3148,998866.0
3149,999507.0
3150,998404.0
3151,998304.0
3152,999734.0
3153,998562.0
3154,998901.0
3155,997896.0
3156,999560.0
3157,999774.0
3158,998586.0
3159,997580.0
3160,998871.0
3161,998787.0
3162,999556.0
3163,999757.0
3164,998523.0
3165,-2626.0
3166,998641.0
3167,998509.0
3168,998053.0
3169,-2824.0
3170,999043.0
3171,999708.0
3172,999263.0
3173,-2812.0
3174,998390.0
3175,999382.0
3176,999575.0
3177,999776.0
3178,999548.0
3179,998446.0
3180,999469.0
3181,-2188.0
3182,999774.0
3183,999766.0
3184,998684.0
3185,-2686.0
3186,999557.0
3187,999755.0
3188,999677.0
3189,999720.0
3190,998639.0
3191,-2800.0
3192,998579.0
3193,999396.0
3194,999560.0
3195,999564.0
3196,999336.0
3197,999790.0
3198,998172.0
3199,998369.0
3200,999097.0
3201,998449.0
3202,998656.0
3203,998775.0
3204,998530.0
3205,998599.0
3206,999076.0
3207,998930.0
3208,999621.0
3209,-1640.0
3210,-2800.0
3211,-2414.0
3212,998817.0
3213,997586.0
3214,998481.0
3215,999432.0
3216,999769.0
3217,999755.0
3218,998985.0
3219,998355.0
3220,998988.0
3221,999394.0
3222,998439.0
3223,998712.0
3224,999020.0
3225,999033.0
3226,998544.0
3227,999096.0
3228,998845.0
3229,998565.0
3230,998572.0
3231,998879.0
3232,998248.0
3233,999725.0
3234,999781.0
3235,998460.0
3236,998068.0
3237,999460.0
3238,999755.0
3239,999052.0
3240,999762.0
3241,999776.0
3242,998467.0
3243,999102.0
3244,998628.0
3245,999769.0
3246,998880.0
3247,999688.0
3248,998496.0
3249,999783.0
3250,998628.0
3251,998186.0
3252,999201.0
3253,998163.0
3254,999769.0
3255,-446.0
3256,999041.0
3257,999454.0
3258,998915.0
3259,999682.0
3260,998845.0
3261,999777.0
3262,999047.0
3263,998740.0
3264,998614.0
3265,998824.0
3266,999239.0
3267,998593.0
3268,999734.0
3269,998516.0
3270,998887.0
3271,999790.0
3272,999351.0
3273,-956.0
3274,999734.0
3275,999783.0
3276,998331.0
3277,999776.0
3278,999762.0
3279,999472.0
3280,998859.0
3281,999372.0
3282,999554.0
3283,998929.0
3284,999013.0
3285,999062.0
3286,999078.0
3287,999312.0
3288,998835.0
3289,998474.0
3290,998936.0
3291,999765.0
3292,-2800.0
3293,999790.0
3294,999402.0
3295,998372.0
3296,998803.0
3297,999790.0
3298,999724.0
3299,998697.0
3300,999790.0
3301,998350.0
3302,998986.0
3303,998293.0
3304,998870.0
3305,999783.0
3306,999557.0
3307,-2644.0
3308,998269.0
3309,999725.0
3310,-2808.0
3311,999769.0
3312,999469.0
3313,-667.0
3314,998975.0
3315,999666.0
3316,999084.0
3317,-1317.0
3318,998467.0
3319,998432.0
3320,998439.0
3321,999284.0
3322,999734.0
3323,998977.0
3324,999545.0
3325,999297.0
3326,999746.0
3327,998322.0
3328,999183.0
3329,998096.0
3330,-2814.0
3331,998663.0
3332,998838.0
3333,999744.0
3334,999705.0
3335,999791.0
3336,999769.0
3337,998180.0
3338,998635.0
3339,998726.0
3340,998250.0
3341,998194.0
3342,998449.0
3343,998542.0
3344,998778.0
3345,999499.0
3346,999776.0
3347,999226.0
3348,997998.0
3349,999645.0
3350,999780.0
3351,998457.0
3352,999767.0
3353,998376.0
3354,998831.0
3355,999727.0
3356,999746.0
3357,999675.0
3358,-2578.0
3359,999769.0
3360,999168.0
3361,-796.0
3362,999755.0
3363,999790.0
3364,999776.0
3365,999635.0
3366,999762.0
3367,998884.0
3368,999590.0
3369,999677.0
3370,999006.0
3371,-2536.0
3372,999653.0
3373,-1604.0
3374,998476.0
3375,999460.0
3376,998810.0
3377,999503.0
3378,998496.0
3379,999423.0
3380,999755.0
3381,999765.0
3382,999774.0
3383,998103.0
3384,999140.0
3385,998684.0
3386,-1323.0
3387,999414.0
3388,999678.0
3389,999145.0
3390,998775.0
3391,998441.0
3392,999728.0
3393,999755.0
3394,998336.0
3395,999020.0
3396,998439.0
3397,998425.0
3398,998453.0
3399,998320.0
3400,998969.0
3401,999723.0
3402,998469.0
3403,998434.0
3404,999018.0
3405,999375.0
3406,998969.0
3407,998796.0
3408,-2185.0
3409,999034.0
3410,999790.0
3411,999069.0
3412,999331.0
3413,998901.0
3414,-2566.0
3415,998593.0
3416,999783.0
3417,999691.0
3418,998453.0
3419,999769.0
3420,999783.0
3421,998590.0
3422,999410.0
3423,998472.0
3424,999741.0
3425,998916.0
3426,999749.0
3427,999727.0
3428,998350.0
3429,999719.0
3430,999041.0
3431,-1484.0
3432,-2858.0
3433,999755.0
3434,998502.0
3435,999108.0
3436,999298.0
3437,999682.0
3438,997858.0
3439,998476.0
3440,998572.0
3441,999781.0
3442,999020.0
3443,999101.0
3444,999778.0
3445,999801.0
3446,999783.0
3447,999790.0
3448,998992.0
3449,999059.0
3450,998726.0
3451,999783.0
3452,998411.0
3453,998420.0
3454,998607.0
3455,999762.0
3456,999285.0
3457,998629.0
3458,999727.0
3459,999767.0
3460,999427.0
3461,999741.0
3462,998676.0
3463,998733.0
3464,999734.0
3465,998628.0
3466,998515.0
3467,998621.0
3468,998404.0
3469,998873.0
3470,998764.0
3471,998950.0
3472,999764.0
3473,-938.0
3474,998159.0
3475,998491.0
3476,998913.0
3477,999664.0
3478,999762.0
3479,999631.0
3480,999720.0
3481,998572.0
3482,999775.0
3483,999508.0
3484,999745.0
3485,998404.0
3486,998962.0
3487,999383.0
3488,999474.0
3489,998884.0
3490,997924.0
3491,999761.0
3492,998362.0
3493,999720.0
3494,999165.0
3495,998859.0
3496,999776.0
3497,998159.0
3498,999789.0
3499,999797.0
3500,998341.0
3501,999736.0
3502,998460.0
3503,998824.0
3504,999510.0
3505,999051.0
3506,999615.0
3507,999776.0
3508,998873.0
3509,999765.0
3510,999756.0
3511,-2828.0
3512,998698.0
3513,998628.0
3514,-2590.0
3515,999769.0
3516,997302.0
3517,999762.0
3518,999748.0
3519,998382.0
3520,998586.0
3521,998727.0
3522,998712.0
3523,998502.0
3524,998894.0
3525,999790.0
3526,999713.0
3527,999298.0
3528,-2584.0
3529,999544.0
3530,998861.0
3531,999782.0
3532,999616.0
3533,999721.0
3534,998997.0
3535,997993.0
3536,999461.0
3537,999776.0
3538,998862.0
3539,998514.0
3540,999035.0
3541,999715.0
3542,999771.0
3543,999717.0
3544,998652.0
3545,998887.0
3546,999790.0
3547,-2656.0
3548,999389.0
3549,998872.0
3550,998897.0
3551,998844.0
3552,999748.0
3553,999788.0
3554,998880.0
3555,999762.0
3556,998677.0
3557,997809.0
