,actor loss,critic loss
0,12.644903500874838,173.6947110493978
1,12.580947558085123,172.2173023223877
2,12.532025615374247,170.6900520324707
3,12.54007081190745,169.5086129506429
4,12.357303937276205,165.2531827290853
5,12.216408371925354,163.85607147216797
6,12.207985560099283,158.1580228805542
7,9.41630208492279,111.53675270080566
8,12.294000228246054,160.29607836405435
9,12.585111657778421,162.25629806518555
10,11.58231524626414,142.69555187225342
11,11.992115219434103,146.79065291086832
12,11.808612704277039,141.7341101964315
13,10.844481031099955,131.77261320749918
14,10.982841491699219,128.77752335866293
15,6.271910667419434,66.30469783147176
16,11.290150682131449,126.69181632995605
17,11.075370907783508,118.53187847137451
18,10.773294488588968,111.93443012237549
19,12.166542371114096,135.38885656992593
20,10.467845996220907,105.92440636952718
21,10.278042117754618,98.19855690002441
22,9.831234773000082,90.2097651163737
23,2.8863085694611073,78.87132040659587
24,9.678616881370544,91.06347401936848
25,9.342523912588755,81.5841277440389
26,9.117703000704447,74.61112928390503
27,9.759676337242126,89.97971026102702
28,9.45282906293869,92.37862316767375
29,8.302765230337778,67.90483109156291
30,8.251689930756887,59.30804284413656
31,-1.2725802628944318,192.37767219543457
32,7.704620182514191,59.685725371042885
33,7.7373935381571455,55.035363833109535
34,5.96710604429245,39.46060848236084
35,4.957961579163869,42.92249941825867
36,7.562721987565358,60.334242820739746
37,6.693177223205566,37.68997279802958
38,6.6143437425295515,37.48782070477804
39,1.8389934631219755,186.05560819307962
40,4.889343976974487,29.871622323989868
41,6.706773777802785,49.88219976425171
42,5.44519571463267,24.7727423508962
43,5.439227978388469,24.226672490437824
44,4.114219129085541,16.179263194402058
45,6.494036018848419,73.4439845085144
46,-13.41515588760376,551.5552368164062
47,4.719403763612111,28.292665084203083
48,3.472494731346766,33.88704538345337
49,5.144363860289256,23.11762221654256
50,3.7192322115103402,12.49672669172287
51,0.35049615319197375,34.445530931154885
52,4.804282754659653,36.734310944875084
53,3.300688991943995,22.719157973925274
54,-13.461136758327484,546.0688769022623
55,4.206009566783905,25.398272037506104
56,3.3992738922437034,11.268870890140533
57,3.628707379102707,14.441883206367493
58,4.350951040784518,55.79121843973795
59,4.412169689933459,84.99511432647705
60,3.6539723177750907,38.45978514353434
61,4.460563729206721,21.57939596970876
62,-14.156853636105856,614.09894434611
63,2.9422130088011422,17.94596795241038
64,3.831859737634659,18.939351836840313
65,3.973803957303365,17.993744134902954
66,0.26237874509145814,14.578323205312094
67,4.222405870755513,30.756826202074688
68,2.820353090763092,9.577315777540207
69,3.3476105332374573,10.78497862815857
70,-13.005637844403585,728.1501986185709
71,2.7868745724360147,20.727055470148724
72,3.8869225084781647,19.54542104403178
73,2.1291052351395288,16.94133996963501
74,2.877449403206507,16.638888319333393
75,2.9928847700357437,12.16280629237493
76,1.0960542705530922,7.390084266662598
77,1.8978381926814716,16.796694318453472
78,-5.7976934264103575,481.10585888226825
79,3.2428942223389945,16.393352111180622
80,0.03554483037441969,15.036698977152506
81,-0.27840757711480063,56.75648697217306
82,4.467463990052541,36.46979832649231
83,2.5363039697209993,25.562114357948303
84,-1.3554372017582257,74.38360706965129
85,-16.393706162770588,737.1030298868815
86,2.6131360630194345,14.882160782814026
87,3.4317817787329354,8.564698040485382
88,0.6375127107991526,57.050501346588135
89,3.2764340738455453,40.07639487584432
90,3.90188201268514,29.466652234395344
91,3.4958582619825997,33.09591392676035
92,4.550707260767619,48.60239462057749
93,-19.168752471605938,845.3578020731608
94,2.61504719654719,16.03490646680196
95,-0.9812215665976206,39.095686197280884
96,4.462973843018214,35.87595136960348
97,2.7104482551415763,8.904026925563812
98,2.729417363802592,13.969746271769205
99,2.780474836627642,23.727909684181213
100,2.7685442169507346,6.971252451340358
101,-18.001613179842632,843.2926890055338
102,1.774502918124199,10.754090170065561
103,2.398812939723333,11.651776432991028
104,3.865318144361178,62.85408067703247
105,2.6158271419505277,57.27946535746256
106,2.627679690718651,48.87050827344259
107,-3.8641644368569055,90.2308497428894
108,3.1674139350652695,121.02882639567058
109,-11.045423616965612,572.2337478001913
110,3.2605781058470407,20.57052759329478
111,3.249631404876709,11.254658083120981
112,2.870035539070765,19.383786578973133
113,3.4379353125890098,34.71495453516642
114,1.8580099244912465,22.39685587088267
115,2.5629389534393945,27.5083163579305
116,3.3946259170770645,34.585703114668526
117,-8.054329969221726,555.4238427480062
118,2.1409061402082443,12.038460354010263
119,2.9876843293507895,8.028401066859564
120,2.703532228867213,7.956768820683162
121,2.8224309533834457,22.817978342374165
122,1.244098400697112,35.649475971857704
123,3.741150066256523,32.20504434903463
124,-19.182282129923504,757.0426597595215
125,2.511849065621694,15.10932320356369
